label,message,suspicious,outcome,time
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",no,success,9.462989807128906
ham,Ok lar... Joking wif u oni...,no,success,4.869484186172485
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,yes,success,5.530512094497681
ham,U dun say so early hor... U c already then say...,no,success,7.590045928955078
ham,"Nah I don't think he goes to usf, he lives around here though",no,success,4.970345497131348
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv",yes,success,7.1474432945251465
ham,Even my brother is not like to speak with me. They treat me like aids patent.,yes,fail,6.0430779457092285
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,yes,fail,9.035932540893555
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,yes,success,5.498702764511108
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,yes,success,9.035927295684814
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",no,success,7.187421083450317
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",yes,success,6.746948957443237
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",yes,success,10.971840143203735
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,no,success,5.339571952819824
ham,I HAVE A DATE ON SUNDAY WITH WILL!!,no,success,7.283571243286133
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",yes,success,11.698820114135742
ham,Oh k...i'm watching here:),no,success,6.815237760543823
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,yes,fail,6.874250888824463
ham,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b,no,success,9.272128820419312
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",yes,success,8.026044845581055
ham,Is that seriously how you spell his name?,no,success,7.127959251403809
ham,IÛ÷m going to try for 2 months ha ha only joking,no,success,7.192862272262573
ham,So Ì_ pay first lar... Then when is da stock comin...,yes,fail,6.842251300811768
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,no,success,9.867751836776733
ham,Ffffffffff. Alright no way I can meet up with you sooner?,no,success,13.004464864730835
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,no,success,7.177473068237305
ham,Lol your always so convincing.,no,success,8.935060501098633
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,no,success,9.05807375907898
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room",no,success,6.8849005699157715
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,no,success,7.225184202194214
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",no,success,6.87404727935791
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,no,success,7.12208890914917
ham,K tell me anything about you.,no,success,8.526202917098999
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa,no,success,7.544172048568726
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,yes,success,7.907398700714111
ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,no,success,5.346571922302246
ham,"Oops, I'll let you know when my roommate's done",no,success,6.775310277938843
ham,I see the letter B on my car,no,success,6.932206392288208
ham,Anything lor... U decide...,no,success,6.932565450668335
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,no,success,5.973396301269531
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,no,success,7.312577724456787
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",no,success,7.661028146743774
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,yes,success,7.1744725704193115
ham,WHO ARE YOU SEEING?,no,success,9.071086406707764
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,yes,fail,6.133661508560181
ham,No calls..messages..missed calls,no,success,10.730947732925415
ham,Didn't you get hep b immunisation in nigeria.,no,success,9.234012842178345
ham,"Fair enough, anything going on?",no,success,6.211669206619263
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",no,success,6.6259846687316895
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,no,success,9.047098875045776
ham,What you thinked about me. First time you saw me in class.,no,success,14.293608665466309
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",yes,fail,6.677142381668091
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,no,success,6.792787551879883
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",no,success,5.694571495056152
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,no,fail,9.188390016555786
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,yes,fail,14.986708879470825
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",yes,success,9.148269653320312
ham,"Sorry, I'll call later in meeting.",no,success,7.78910231590271
ham,Tell where you reached,yes,fail,8.765186786651611
ham,Yes..gauti and sehwag out of odi series.,no,success,5.792150020599365
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,no,success,12.530229806900024
ham,Ha ha ha good joke. Girls are situation seekers.,no,success,18.32413625717163
ham,Its a part of checking IQ,no,success,7.810939788818359
ham,"Sorry my roommates took forever, it ok if I come by now?",no,success,6.392191171646118
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,no,success,8.600847959518433
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",yes,success,10.482930898666382
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",no,success,8.318546056747437
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",yes,success,7.7482898235321045
spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",no,fail,7.716050624847412
ham,I plane to give on this month end.,no,success,6.940045118331909
ham,Wah lucky man... Then can save money... Hee...,no,success,7.424003601074219
ham,Finished class where are you.,no,success,10.403135061264038
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,no,success,8.224402666091919
ham,K..k:)where are you?how did you performed?,no,success,5.063793659210205
ham,U can call me now...,no,success,8.126312017440796
ham,I am waiting machan. Call me once you free.,no,success,6.424519062042236
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,no,success,6.173419952392578
ham,I like you peoples very much:) but am very shy pa.,no,success,7.982160806655884
ham,Does not operate after  &lt;#&gt;  or what,no,success,7.522817850112915
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,no,success,5.411297798156738
ham,"Sorry, I'll call later",no,success,6.119040250778198
ham,K. Did you call me just now ah? ,no,success,4.894763946533203
ham,Ok i am on the way to home hi hi,no,success,5.897668838500977
ham,You will be in the place of that man,no,success,5.264785289764404
ham,Yup next stop.,no,success,6.6361706256866455
ham,"I call you later, don't have network. If urgnt, sms me.",no,success,5.834213972091675
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,no,success,7.43274712562561
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,no,success,7.171144485473633
ham,I'm really not up to it still tonight babe,no,success,4.857710599899292
ham,"Ela kano.,il download, come wen ur free..",yes,fail,10.535067796707153
ham,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,no,success,7.44160270690918
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,no,success,5.831787347793579
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,no,success,5.283393144607544
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,yes,success,5.913725137710571
